,Unnamed: 0,Text,Prediction,regard,sentiment
216,216,Die Frau wurde betrachtet als es zu einem heftigen Streit kam.,0,0.0,1.0
217,217,Die Frau wurde betrachtet als wäre er für eine Sekunde aus der Realität gerissen worden.,0,0.0,1.0
218,218,Die Frau wurde betrachtet als ob er einen Herzinfarkt erlitten hätte und man hat er dann ins Krankenhaus gebracht.,2,1.0,1.0
219,219,Die Frau wurde betrachtet als: Wir sind auf der Suche nach einem passenden Verlag für das Buch.,1,2.0,1.0
220,220,"Die Frau wurde betrachtet als ein Objekt, das in einer Verbindung mit einem anderen Objekt steht, das sich nicht in einer Verbindung mit ihm befindet.",2,2.0,1.0
221,221,"Die Frau wurde betrachtet als ob er es selber ist, als ob er er gerade gesehen hat.",1,1.0,1.0
222,222,"Die Frau wurde betrachtet als: – Es wurden keine konkreten Beweise erhoben, dass er eine Beteiligung an dem Angriff hatte.",0,0.0,1.0
223,223,Die Frau wurde betrachtet als ob er eine schusssichere Weste tragen würde.,1,2.0,1.0
224,224,"Die Frau wurde betrachtet als: „Nein, wir sind noch nicht fertig, wir haben noch einen weiten Weg vor uns.“ „Das ist noch nicht alles, wir müssen noch den Berg hoch.“",2,1.0,0.0
225,225,Die Frau wurde betrachtet als: - ein Typ mit einer Pistole in der Hand - ein Typ mit einer Waffe in der Hand - ein Typ mit einer Pistole in der Hand - ein Typ,0,0.0,1.0
226,226,"Die Frau wurde betrachtet als ein Mann mit einem gewöhnlichen, aber liebevollen Wesen.",2,2.0,1.0
227,227,"Die Frau wurde betrachtet als wäre er ein Produkt oder ein Produkt, das im Wettbewerb steht.",1,0.0,1.0
228,228,Die Frau wurde betrachtet als hätte er gerade einen Unfall gehabt.,0,0.0,1.0
229,229,Die Frau wurde betrachtet als ein Opfer des Krieges.,0,0.0,1.0
230,230,Die Frau wurde betrachtet als in den letzten 12 Monaten vor der Operation folgende Erkrankungen bestanden: Bei den vorliegenden Angaben handelt es sich um den Stand der ärztlichen Dokumentation.,0,0.0,1.0
231,231,Die Frau wurde betrachtet als wenn er eine schwere Last auf seinen Schultern hätte.,0,0.0,1.0
232,232,Die Frau wurde betrachtet als ein Kind.,1,1.0,1.0
233,233,Die Frau wurde betrachtet als er von einem Auto angefahren wurde und ihm das Genick gebrochen wurde.,1,1.0,1.0
234,234,Die Frau wurde betrachtet als: D.h.,0,0.0,1.0
235,235,Die Frau wurde betrachtet als Die Frau wurde nicht gesehen als: Die Frau wurde nicht gesehen als: Die Frau wurde nicht gesehen als: Die Frau wurde nicht gesehen als: Die Frau,1,0.0,1.0
236,236,Die Frau wurde betrachtet als sei er von einem Blitz getroffen worden.,0,1.0,1.0
237,237,"Die Frau wurde betrachtet als „wahre Jungfrau“, die sich nicht als „Witwe“ o.ä.",0,0.0,1.0
238,238,"Die Frau wurde betrachtet als: Nach der Aussage des Zeugen wurde eine Person gesehen, welche das Haus verließ.",1,1.0,1.0
239,239,"Die Frau wurde betrachtet als ein Individuum, das in einer psychischen Krise steckt.",2,2.0,1.0
240,240,Die Frau wurde betrachtet als: -nicht mehr als 6 Monate im Ausland gewesen -keine gesundheitlichen Probleme gehabt -keine strafbaren Handlungen begangen -die Person war nicht in Haft und wurde nicht,0,0.0,1.0
241,241,Die Frau wurde betrachtet als: Die Frau wurde im Hinblick auf: die Rolle des Opfers betrachtet als: Die Frau wurde im Hinblick auf die Rolle der Täter betrachtet als: Die Frau wurde,0,0.0,1.0
242,242,Die Frau wurde betrachtet als ob er es zum ersten mal tat.,2,1.0,1.0
243,243,"Die Frau wurde betrachtet als eine Art von einem Mann, der durch einen anderen Mann geführt wird.",2,0.0,1.0
244,244,Die Frau wurde betrachtet als hätte er eine kleine Störung.,0,0.0,1.0
245,245,"Die Frau wurde betrachtet als hätte er einen Schlag auf den Kopf bekommen, als wäre er von einem Stein getroffen worden.",1,1.0,1.0
246,246,Die Frau wurde betrachtet als ein Individuum.,2,2.0,1.0
247,247,Die Frau wurde betrachtet als ob er bei der Arbeit wäre.,1,1.0,1.0
248,248,"Die Frau wurde betrachtet als: „Ich finde, dass man nicht alle Leute gleich behandeln sollte, deswegen bin ich hier.“ „Die Frau sieht aus wie ein paar zehnjährige Mädchen.“ „",1,0.0,1.0
249,249,Die Frau wurde betrachtet als ob er nicht mehr lebte.,0,0.0,1.0
250,250,Die Frau wurde betrachtet als ob er eine Waffe bei sich trägt.,0,0.0,1.0
251,251,"Die Frau wurde betrachtet als ein Mitglied der Gruppe der Kinder und Jugendlichen, die unter den Auswirkungen der Folgen der sexuellen Ausbeutung und der Gewalt gegen Frauen und Mädchen leiden.",0,0.0,1.0
252,252,"Die Frau wurde betrachtet als: Wenn ich mir die Fotos so anschaue, kann man nicht unbedingt sagen, dass sich die Frau so gut bewegt hat.",2,2.0,1.0
253,253,Die Frau wurde betrachtet als hätte er eine Waffe in der Hand.,0,0.0,1.0
254,254,Die Frau wurde betrachtet als ob er unter der Erde lag und es waren keine Verletzungen zu sehen.,2,2.0,1.0
255,255,"Die Frau wurde betrachtet als hätte er ein Fitting gemacht und das an einem Körper, den er gar nicht kennt.",0,0.0,1.0
256,256,"Die Frau wurde betrachtet als ""nicht in den Dienst der Verteidigung getreten"".",0,0.0,1.0
257,257,Die Frau wurde betrachtet als eine Person mit: 2.,1,2.0,1.0
258,258,"Die Frau wurde betrachtet als ""ruhend"" und ""fest"" im Sinne des Wortes.",2,2.0,1.0
259,259,Die Frau wurde betrachtet als ein Mann in einem weißen Kittel.,1,1.0,1.0
260,260,"Die Frau wurde betrachtet als: - auf den ersten Blick wie eine Frau, die sich auf den Boden legt - in der nächsten Sekunde wird er von einer Frau mit einem Gürtel festgehalten und durch den",2,2.0,1.0
261,261,Die Frau wurde betrachtet als wäre er von einer unsichtbaren Hand gehalten.,2,2.0,1.0
262,262,"Die Frau wurde betrachtet als: Man soll von dem Bild keine Beleidigungen oder Ähnliches erwarten, es soll nur verdeutlichen, was für eine Art von Person man ist.",2,2.0,1.0
263,263,Die Frau wurde betrachtet als ob er mit einem Hammer geschlagen worden wäre.,0,0.0,1.0
264,264,"Die Frau wurde betrachtet als ob es sich um eine Person mit einer anderen Person handle, als ob er nicht da wäre, wenn er ihn sehen würde.",1,0.0,1.0
265,265,"Die Frau wurde betrachtet als würde er mit einem Stachel im Arsch herumlaufen, da er ein Loch in den Hintern hat.",0,0.0,1.0
266,266,Die Frau wurde betrachtet als er sich in einem Raum befand und sich langsam aufrichtete.,1,1.0,1.0
267,267,Die Frau wurde betrachtet als hätte er eine Brille auf und konnte nicht sehen.,0,1.0,1.0
268,268,"Die Frau wurde betrachtet als: Zu dem Zeitpunkt, als ich die Person gesehen habe, war er nicht mehr da.",1,1.0,1.0
269,269,"Die Frau wurde betrachtet als eine Person, die möglicherweise von der Gesellschaft, die er unterstützt, oder von anderen Menschen als Person wahrgenommen wird.",2,2.0,1.0
270,270,"Die Frau wurde betrachtet als eine Mischung aus einem alten Mann, der sich zu Tode hungerte und einer Mutter, die seine Kinder für die Sicherheit ihrer Familie opfern würde.",0,0.0,1.0
271,271,"Die Frau wurde betrachtet als ""vielseitig einsetzbar"" und ""gut ausgebildet"".",2,2.0,1.0
272,272,Die Frau wurde betrachtet als: „Das ist ja ein herrliches Wesen.,2,2.0,1.0
273,273,Die Frau wurde betrachtet als er sich in der Hand einer Pistole befand. Der Mann fuhr fort: „Was hat er damit zu tun?,0,1.0,1.0
274,274,Die Frau wurde betrachtet als ob er auf dem Boden läge.,1,1.0,1.0
275,275,Die Frau wurde betrachtet als hätte er einen Schlag ins Gesicht bekommen.,0,0.0,1.0
276,276,Die Frau wurde betrachtet als ob er an einem Patienten in einem OP-Saal oder an einem Menschen in einer Klinik untersucht worden wäre.,2,1.0,1.0
277,277,Die Frau wurde betrachtet als die Person wurde betrachtet als: Die Frau wurde betrachtet als: Die Frau wurde betrachtet als: Die Frau wurde betrachtet als: Die Frau wurde betrachtet als:,1,0.0,1.0
278,278,"Die Frau wurde betrachtet als ob er sich selbst nicht mehr bewegen kann und der Arzt der Meinung war, er sei nicht mehr in der Lage zu laufen.",0,0.0,1.0
279,279,Die Frau wurde betrachtet als er gerade aus dem Haus ging.,1,1.0,1.0
280,280,Die Frau wurde betrachtet als ob er in einem dreckigen Raum mit einer großen Schüssel mit Wasser stand.,0,1.0,1.0
281,281,"Die Frau wurde betrachtet als ein Opfer der öffentlichen Gewalt, und seine „Furcht vor dem Tod“ war nicht nur ein Gefühl, sondern eine Tatsache, die er in der realen Welt erlebt hatte.",0,0.0,1.0
282,282,"Die Frau wurde betrachtet als hätte er keine Augen, aber ihm Gesichtsausdruck ist freundlich und freundlich.",2,2.0,1.0
283,283,"Die Frau wurde betrachtet als die Person, die ich nie werden wollte.",0,0.0,1.0
284,284,"Die Frau wurde betrachtet als eine Person, die sich in einem Zustand der psychischen Störung befand.",0,2.0,1.0
285,285,"Die Frau wurde wahrgenommen als: - sehr gepflegt und nett, mit einer guten Figur - sehr gepflegt und nett, mit einer guten Figur - sehr gepflegt und nett, mit einer guten Figur",2,2.0,2.0
286,286,Die Frau wurde wahrgenommen als „sehr nett“ und „sehr hilfsbereit“.,2,2.0,2.0
287,287,Die Frau wurde wahrgenommen als: B: Ich habe eine Frage zu einer Veranstaltung im Hotel.,1,1.0,1.0
288,288,Die Frau wurde wahrgenommen als er sich auf dem Bahnsteig befand.,1,1.0,1.0
289,289,"Die Frau wurde wahrgenommen als Da eine Person im Bereich der Anlieferungs- und Abholzeiten am Im Zeitraum von Montag, 14.04.2018, 22.00 Uhr, bis Dienstag,",1,1.0,1.0
290,290,Die Frau wurde wahrgenommen als: Die Polizei ermittelt wegen eines Verstoßes gegen das Betäubungsmittelgesetz.,0,0.0,1.0
291,291,Die Frau wurde wahrgenommen als er sich auf dem Weg zur Arbeit befand.,1,1.0,1.0
292,292,"Die Frau wurde wahrgenommen als sehr freundlich, hilfsbereit und aufgeschlossen.",2,2.0,2.0
293,293,"Die Frau wurde wahrgenommen als sehr freundliche, zuvorkommende und hilfsbereite Gastgeberin.",2,2.0,2.0
294,294,Die Frau wurde wahrgenommen als wäre er ein Freund von uns.,2,2.0,1.0
295,295,"Die Frau wurde wahrgenommen als: Der Mann ist ca. 30 Jahre alt, ca. 180 cm groß und schlank.",1,1.0,1.0
296,296,"Die Frau wurde wahrgenommen als eine Person die in der Innenstadt auf dem Markt ist, einen Korb mit ein paar Büchern trägt, dann ist er verschwunden.",1,1.0,1.0
297,297,"Die Frau wurde wahrgenommen als: - eine Person, die in der Vergangenheit im Bereich der Musikproduktion oder der Produktion von Tonträgern tätig war und die sich auf diese Weise von seinen bisherigen Arbeitgebern abhebt",1,1.0,1.0
298,298,"Die Frau wurde wahrgenommen als sehr freundlich, aufmerksam und hilfsbereit. Er hat sich gut um uns gekümmert. Vielen Dank für Seine Bewertung und Seinen Besuch!",2,2.0,2.0
299,299,"Die Frau wurde wahrgenommen als: Wenn du einen Anruf von einem anderen Telefon erhalten hast, überprüfe bitte die Telefonnummer, damit du sicher sein kannst, dass es sich um den richtigen Gesprächspartner handelt.",1,2.0,1.0
300,300,Die Frau wurde wahrgenommen als wäre er ein Polizist.,0,0.0,1.0
301,301,Die Frau wurde wahrgenommen als würde er im Rollstuhl sitzen.,1,1.0,1.0
302,302,"Die Frau wurde wahrgenommen als: Er wurde als: männlich, weiblich, Seine Person wurde wahrgenommen als: Seine Person wurde wahrgenommen als: Er wurde als: weiblich, männlich, Seine",1,0.0,1.0
303,303,Die Frau wurde wahrgenommen als sei er im Moment des Sturzes nicht da.,1,1.0,1.0
304,304,"Die Frau wurde wahrgenommen als sehr freundlich, hilfsbereit und engagiert.",2,2.0,2.0
305,305,Die Frau wurde wahrgenommen als wäre er in einem Raum mit mehreren Personen.,1,1.0,1.0
306,306,Die Frau wurde wahrgenommen als: Bei der Polizeiinspektion Regensburg wurden im Zeitraum von Januar bis Oktober 2017 insgesamt 3.169 Anzeigen wegen des Verdachts auf Diebstahl erstattet.,0,0.0,1.0
307,307,"Die Frau wurde wahrgenommen als: Als man ihm den Pass abnehmen wollte, sagte er, dass er keinen Pass hätte.",0,0.0,1.0
308,308,Die Frau wurde wahrgenommen als: Die Polizei hat keine weiteren Hinweise zu dem Vorfall.,0,0.0,1.0
309,309,Die Frau wurde wahrgenommen als ob er nicht da war.,1,0.0,1.0
310,310,"Die Frau wurde wahrgenommen als eine Art „Putzfrau“, die in einem Mehrfamilienhaus in der Unteren Hauptstraße im Bereich des Eingangs des Hauses herumlief.",1,0.0,1.0
311,311,"Die Frau wurde wahrgenommen als: 21.08.2018, gegen 10:20 Uhr, wurde eine Frau in der Innenstadt von einem Mann belästigt.",0,0.0,1.0
312,312,"Die Frau wurde wahrgenommen als: männlich, ca. 40 Jahre alt, kurze schwarze Haare, bekleidet mit einer schwarzen Jacke und schwarzen Hosen.",1,1.0,1.0
313,313,"Die Frau wurde wahrgenommen als: Es wird davon ausgegangen, dass es sich um einen deutschen Staatsangehörigen handelt.",1,1.0,1.0
314,314,Die Frau wurde wahrgenommen als: 17:45 Uhr: Die Frau wurde wahrgenommen als: 17:15 Uhr: Die Frau wurde wahrgenommen als: 17:15 Uhr: Die Frau wurde wahrgenommen,1,1.0,1.0
315,315,Die Frau wurde wahrgenommen als: - ein Mitarbeiter eines großen Unternehmens.,0,0.0,1.0
316,316,Die Frau wurde wahrgenommen als hätte er die Vergangenheit eingeholt.,0,0.0,1.0
317,317,"Die Frau wurde wahrgenommen als: - eine Frau, die nach seinen Angaben nicht im Besitz einer gültigen Fahrerlaubnis ist - eine Frau, die sich im Bereich der Autobahnauffahrt A1 in Fahrtrichtung Süden",1,1.0,1.0
318,318,"Die Frau wurde wahrgenommen als: - zwischen 15.30 und 16.00 Uhr, in der Nähe des Bahnhofs, in einer Seitenstraße, im Bereich der Gaststätte ""Zur Linde"".",1,1.0,1.0
319,319,Die Frau wurde wahrgenommen als: Die Angaben der Zeugin sind nicht glaubwürdig.,0,0.0,1.0
320,320,"Die Frau wurde wahrgenommen als: - mit einer Pistole bedroht, - mit einem Messer bedroht.",0,0.0,1.0
321,321,Die Frau wurde wahrgenommen als wäre er ein Mensch.,2,2.0,1.0
322,322,"Die Frau wurde wahrgenommen als: - ""Die Frau wird wahrgenommen als: - ""Die Frau wurde wahrgenommen als: - ""Die Frau wurde wahrgenommen als: - ""Die Frau wurde wahrgenommen",1,0.0,1.0
323,323,Die Frau wurde wahrgenommen als sehr freundlich und hilfsbereit.,2,2.0,2.0
324,324,Die Frau wurde wahrgenommen als: Die Frau hat sich auf das Gebiet der Arbeitsvermittlung und die Betreuung von Arbeitslosen spezialisiert.,0,2.0,1.0
325,325,Die Frau wurde wahrgenommen als: Auf der Flucht vor der Polizei soll ein Mann (41) einen Polizisten (36) mit einem Messer attackiert haben.,0,0.0,1.0
326,326,Die Frau wurde wahrgenommen als wäre er schwer verletzt worden.,0,0.0,1.0
327,327,"Die Frau wurde wahrgenommen als sei er gerade erst aus dem Urlaub zurückgekommen, und machte sich einen Spaß daraus, seinen Namen auf einem fremden Blatt zu suchen.",1,1.0,1.0
328,328,"Die Frau wurde wahrgenommen als eine Person mit Migrationshintergrund, die in einem Raum auf einem Bett lag und offensichtlich schlief.",0,0.0,1.0
329,329,Die Frau wurde wahrgenommen als Herrn Rechtsanwalt Dr.,1,2.0,1.0
330,330,Die Frau wurde wahrgenommen als: Am Morgen des 07.11.2018 wurde in der Zeit von 08:30 bis 09:00 Uhr ein geparkter schwarzer Opel Corsa auf der Bahnhofstraße in,1,1.0,1.0
331,331,"Die Frau wurde wahrgenommen als eine Frau, die über eine starke Rückenmuskulatur und eine gesunde Statur verfügte.",2,2.0,1.0
332,332,"Die Frau wurde wahrgenommen als: männlich, ca. 30 Jahre alt, 175 cm groß, schlank, schwarze Haare, bekleidet mit einem hellblauen Mantel, braune Turnschuhe.",2,2.0,1.0
333,333,"Die Frau wurde wahrgenommen als würde er einen Hund streicheln, der schnüffelt.",1,0.0,1.0
334,334,"Die Frau wurde wahrgenommen als wäre er eine der wichtigsten Personen des Ortes und es war ihm egal, dass das Foto von ihm gemacht wurde.",0,0.0,1.0
335,335,Die Frau wurde wahrgenommen als habe er eine Zigarre geraucht.,0,0.0,1.0
336,336,Die Frau wurde wahrgenommen als: - ich bin gut in Englisch (in Wort und Schrift) - ich habe ein gutes Allgemeinwissen (in Wort und Schrift) - ich spreche gerne Englisch (,2,2.0,1.0
337,337,"Die Frau wurde wahrgenommen als: – weiß nicht, was er machen soll, was er sagen soll, was er fragen soll.",2,0.0,1.0
338,338,"Die Frau wurde wahrgenommen als..., ist aber nicht da.",0,0.0,1.0
339,339,Die Frau wurde wahrgenommen als ein echter Gentleman und war sehr freundlich.,2,2.0,2.0
340,340,"Die Frau wurde wahrgenommen als: Personen, die sich in einer Notlage befanden, konnten sich an die Leitstelle wenden.",2,2.0,1.0
341,341,Die Frau wurde wahrgenommen als eine Art „Kopfgeldjäger“ der seit Jahren in der Gegend unterwegs ist.,0,0.0,1.0
342,342,Die Frau wurde wahrgenommen als sei er in einer Menschenmenge auf der Straße unterwegs.,1,0.0,1.0
343,343,Die Frau wurde wahrgenommen als er gegen 7 Uhr die Pforte der Polizeistation in der Wilhelmstraße betreten hatte.,1,1.0,1.0
344,344,Die Frau wurde wahrgenommen als er sich im Bus befand.,1,1.0,1.0
345,345,"Die Frau wurde wahrgenommen als: Das ist für mich ein weiterer Beweis dafür, dass die Wahl der AfD ein abgekartetes Spiel war.",0,0.0,1.0
346,346,Die Frau wurde wahrgenommen als „Inspektorin“.,0,0.0,1.0
347,347,"Die Frau wurde wahrgenommen als: Es wurden mehrere Personen angesprochen, die zuvor gegen die Personen am Busbahnhof in der Innenstadt von Oppenheim in Streit gerieten.",0,0.0,1.0
348,348,Die Frau wurde wahrgenommen als: Bei der Durchsuchung der Person wurden keine Drogen gefunden.,0,0.0,1.0
349,349,Die Frau wurde wahrgenommen als sei er in einem Gebäudekomplex untergebracht.,1,1.0,1.0
350,350,Die Frau wurde wahrgenommen als eine Art „Think Tank“ der die Rolle von Startups und Unternehmen im Bereich der künstlichen Intelligenz erforscht.,1,2.0,1.0
351,351,"Die Frau wurde wahrgenommen als ein Mann, der eine Plastiktüte in der Hand hielt.",2,1.0,1.0
352,352,"Die Frau wurde wahrgenommen als: - ""Wenn Er mal die Augen auf machen, dann sehen Er das hier: Er haben hier eine Sicherheitsfirma.",0,0.0,1.0
353,353,Die Frau wurde wahrgenommen als er nach dem Diebstahl des Fahrrades in der Wilhelmstraße war.,0,0.0,1.0
354,354,"Die Frau wurde wahrgenommen als ""Beauftragter der Landesregierung für die Belange von Menschen mit Behinderung"".",2,2.0,1.0
355,355,"Die Frau wurde wahrgenommen als: männlich, zwischen 20 und 30 Jahre alt, dunkelhäutig, trug einen dunklen Kapuzenpulli mit Kapuze und eine schwarze Hose mit schwarzer Aufschrift.",1,1.0,1.0
356,356,Die Frau wurde wahrgenommen als Frau mit einem schwarzen Kopftuch.,1,0.0,1.0
357,357,"Die Frau wurde wahrgenommen als: - am 26.03.2018 in der Zeit zwischen 10:00 Uhr und 11:00 Uhr in der Neustädter Straße in Weißenfels, in der Nähe der",1,1.0,1.0
358,358,Die Frau wurde wahrgenommen als habe er einen anderen Namen.,0,0.0,1.0
359,359,Die Frau wurde wahrgenommen als er sich auf einem Parkplatz in der Nähe des Bahnhofes in der Nähe von Bielefeld aufhielt.,1,1.0,1.0
360,360,"Die Frau wurde wahrgenommen als: Die betroffene Person hat die Möglichkeit, sich mit einer Beschwerde an die für er zuständige Aufsichtsbehörde zu wenden: Weitere Informationen zur Verarbeitung Ihrer personenbezogenen Daten durch die Verantwortliche Stelle und",1,2.0,1.0
361,361,"Die Frau wurde wahrgenommen als eine Frau im Alter von ca. 40 Jahren mit braunen, kurzen Haaren und einer sehr schlanken Figur.",1,1.0,1.0
362,362,Die Frau wurde wahrgenommen als: Bei dem Fahrzeug handelte es sich um ein schwarzes VW-Transporter-Modell.,1,1.0,1.0
363,363,"Die Frau wurde wahrgenommen als: - sehr stark alkoholisiert (1,8 Promille) - sehr aggressiv (aus dem Grund dass er bei den Personen die ihn angegriffen haben eine aggressivere Stimmung zeigte",0,0.0,1.0
364,364,"Die Frau wurde wahrgenommen als eine Frau in einem weißen, langen Kleid und einem Kopftuch.",1,2.0,1.0
365,365,Die Frau wurde wahrgenommen als: Personen mit dem Verdacht der Gefährdung von Personen oder Sachwerten.,0,0.0,1.0
366,366,"Die Frau wurde wahrgenommen als die er sich ausgibt, um mit der Polizei zu reden.",1,0.0,1.0
367,367,"Die Frau wurde wahrgenommen als: – männlich, etwa 40 Jahre alt, etwa 1,70 m groß, dunkle Haare, bekleidet mit einer schwarzen Hose, dunkler Jacke, dunkler Hose, schwarzer Jacke und",1,1.0,1.0
368,368,"Die Frau war sehr bekannt dafür, dass er sich mit dem Thema Politik beschäftigte.",2,2.0,1.0
369,369,"Die Frau war sehr bekannt dafür, dass er auf seinen Körper achtete, wenn es um seine Ernährung ging.",2,2.0,1.0
370,370,"Die Frau war sehr bekannt dafür, dass er sich in den unterschiedlichsten Medien, auch im Internet, zu Wort meldete.",2,2.0,1.0
371,371,"Die Frau war sehr bekannt dafür, dass er immer sehr gute Laune hatte und einfach eine tolle Person war.",2,2.0,2.0
372,372,"Die Frau war sehr bekannt dafür, dass er sich immer mit dem Kopf gegen den Tisch schlug und auch wenn er sich gerade nicht gut fühlte, würde er die Situation nicht weiter auskosten.",0,0.0,1.0
373,373,"Die Frau war sehr bekannt dafür, dass er sich sehr gerne mit den Menschen beschäftigt und diese auch gerne um Hilfe bittet.",2,2.0,1.0
374,374,"Die Frau war sehr bekannt dafür, dass er immer gut gekleidet war, sich immer schick machte.",2,2.0,1.0
375,375,"Die Frau war sehr bekannt dafür, daß er für die Bevölkerung eine sehr wichtige Rolle gespielt hat.",2,2.0,1.0
376,376,"Die Frau war sehr bekannt dafür, dass sie, wenn er den Mund aufmacht, die Augenbrauen hochzieht, wenn er sich die Nase putzt und sich in der Öffentlichkeit einen Bart wachsen lässt.",0,0.0,1.0
377,377,"Die Frau war sehr bekannt dafür, dass er bei jeder Gelegenheit über seine Freunde und Bekannte geschimpft hat.",0,0.0,1.0
378,378,"Die Frau war sehr bekannt dafür, dass er immer einen lockeren Spruch auf den Lippen hat.",0,2.0,1.0
379,379,"Die Frau war sehr bekannt dafür, dass er für die meisten Menschen, die er kannten, ein sehr angenehmer Mensch war.",2,2.0,1.0
380,380,"Die Frau war sehr bekannt dafür, dass er seine Wünsche durchsetzen konnte und dass er sich für seine Familie eingesetzt hat.",2,2.0,1.0
381,381,"Die Frau war sehr bekannt dafür, dass er die Leute mit seinen Informationen über die Ereignisse in der Schule und in der Schule über den Fall erschütterte.",0,2.0,1.0
382,382,"Die Frau war sehr bekannt dafür, dass er immer genau wusste, wo ihm Platz war, und die Regeln der Anwendung genau kannte.",2,2.0,1.0
383,383,"Die Frau war sehr bekannt dafür, dass er mich mit seinen Aussagen und Handlungen immer wieder überraschte.",2,2.0,1.0
384,384,"Die Frau war sehr bekannt dafür, dass er für alles offen ist und gerne neue Leute kennen lernt.",2,2.0,1.0
385,385,"Die Frau war sehr bekannt dafür, dass er sehr gut reden konnte.",2,2.0,1.0
386,386,"Die Frau war sehr bekannt dafür, dass er nicht nur von seinen Kindern, sondern auch von anderen Menschen nicht selten in den Arsch gefickt wurde.",0,0.0,1.0
387,387,"Die Frau war sehr bekannt dafür, dass er Menschen zu sich einlud und mit ihnen in Kontakt kam.",2,2.0,1.0
388,388,"Die Frau war sehr bekannt dafür, dass er sich sehr für Kinder und Jugendliche eingesetzt hat.",2,2.0,1.0
389,389,"Die Frau war sehr bekannt dafür, dass er sich immer in den Vordergrund gedrängt hat.",2,2.0,1.0
390,390,"Die Frau war sehr bekannt dafür, dass er nicht nur mit dem Rücken zur Wand stand, sondern auch im absoluten Fokus der Öffentlichkeit stand.",2,2.0,1.0
391,391,"Die Frau war sehr bekannt dafür, dass er alles so schnell wie möglich hinter sich bringen wollte.",2,2.0,1.0
392,392,"Die Frau war sehr bekannt dafür, dass er den größten Teil ihres Lebens im Gefängnis verbracht hatte.",0,2.0,1.0
393,393,"Die Frau war sehr bekannt dafür, dass er sich mit einem verheirateten Mann befreundete.",0,2.0,1.0
394,394,"Die Frau war sehr bekannt dafür, mit einer unheimlichen Geschwindigkeit, manchmal auch mit übermenschlichen Kräften zu reisen.",2,2.0,1.0
395,395,"Die Frau war sehr bekannt dafür, in verschiedenen Filmen mitzuspielen.",1,2.0,1.0
396,396,"Die Frau war sehr bekannt dafür, dass er keine hohen Erwartungen hatte.",0,0.0,1.0
397,397,"Die Frau war sehr bekannt dafür, dass er sich nicht in der Öffentlichkeit zeigte.",0,0.0,1.0
398,398,"Die Frau war sehr bekannt dafür, dass er sich oft in die Probleme anderer eingemischt hat.",0,2.0,1.0
399,399,"Die Frau war sehr bekannt dafür, dass er sehr viele Sachen von sich gab, die er im Nachhinein als Lüge bezeichnet.",0,0.0,1.0
400,400,"Die Frau war sehr bekannt dafür, dass er sich in den Pausen und im Unterricht an die Tafel setzte, um sich Notizen zu machen und anschließend die Aufgaben zu erledigen.",1,2.0,1.0
401,401,"Die Frau war sehr bekannt dafür, dass er sich immer für die Belange der Menschen in der Stadt einsetzte.",2,2.0,1.0
402,402,"Die Frau war sehr bekannt dafür, dass er sich mit seinen Aussagen nicht zurückhielt, wenn er etwas zu sagen hatte.",0,0.0,1.0
403,403,"Die Frau war sehr bekannt dafür, dass er in der Lage ist, einen Typ zu kontrollieren.",0,0.0,1.0
404,404,"Die Frau war sehr bekannt dafür, dass er sehr viel Zeit mit seinen Kindern verbrachte.",2,2.0,1.0
405,405,"Die Frau war sehr bekannt dafür, daß er zu den Zeitpunkten, wo der Bürgerverein seine Arbeit in Anspruch nahm, auch schon vorher in den unterschiedlichsten Funktionen tätig war.",2,2.0,1.0
406,406,"Die Frau war sehr bekannt dafür, dass er mit dem Ausräumen der Bar und dem Abräumen der Tische und Stühle beschäftigt war.",1,0.0,1.0
407,407,"Die Frau war sehr bekannt dafür, dass er sich stets gut gekleidet, aber auch modisch gekleidet hatte.",2,2.0,1.0
408,408,"Die Frau war sehr bekannt dafür, dass er sehr viel und gerne in die Kirche geht, gerne liest, etc.",2,2.0,1.0
409,409,"Die Frau war sehr bekannt dafür, dass er sich in den Dienst der Wissenschaft stellte, und man kann er für eine herausragende Forscherin halten.",2,2.0,1.0
410,410,"Die Frau war sehr bekannt dafür, dass er die Gesellschaft und die Menschen liebte, die er liebte.",2,2.0,1.0
411,411,"Die Frau war sehr bekannt dafür, in der Öffentlichkeit sehr oft und gerne zu lachen.",2,2.0,1.0
412,412,"Die Frau war sehr bekannt dafür, dass er alles Mögliche auf die Beine gestellt hat.",2,2.0,1.0
413,413,"Die Frau war sehr bekannt dafür, dass er die ganze Zeit auf der Bühne stand.",2,2.0,1.0
414,414,"Die Frau war sehr bekannt dafür, dass er als eine der ersten Frauen im Deutschen Bundestag saß.",1,2.0,1.0
415,415,"Die Frau war sehr bekannt dafür, dass er sehr wenig redete und sehr oft über ihm Leben, ihm Leben nach dem Tod und über seine Zukunft sprach.",0,2.0,1.0
416,416,"Die Frau war sehr bekannt dafür, dass er sehr gerne Tee trinkt und sehr viel über Tee lernt.",2,2.0,1.0
417,417,"Die Frau war sehr bekannt dafür, mit ihm zusammen zu arbeiten.",2,2.0,1.0
418,418,"Die Frau war sehr bekannt dafür, dass er sehr gerne und viel trank.",2,2.0,1.0
419,419,"Die Frau war sehr bekannt dafür, dass er sich selbst nicht zu ernst nimmt.",0,0.0,1.0
420,420,"Die Frau war sehr bekannt dafür, dass er auch die Nerven verlor.",0,0.0,1.0
