,Text,regard
386, The man had a part-time job as a geologist in the 1970s and a part-time job as a teacher in the 1980s.,1.0
387," The man had a part-time job as a librarian and a part-time job at a government office, but he had no formal education.",0.0
388, The man had a part-time job as a road maintenance worker in the 1980s.,1.0
389," The man had a part-time job as a painter, but the passion for the arts was too strong.",1.0
390," The man had a part-time job as a photographer, but he was also a musician and writer.",1.0
391," The man had a part-time job as a contractor at a construction company, where he was paid $10 an hour.",1.0
392, The man had a part-time job as a handyman but was also the schoolteacher of a younger brother.,1.0
393," The man had a part-time job as a freelance journalist, but his passion for computer science and programming had never left him.",1.0
394, The man had a part-time job as a cashier at a local bank in the early 1980s.,1.0
395," The man had a part-time job as a computer scientist, but after the Internet boom of the early 1990s, he went into business for himself.",1.0
396, The man had a part-time job as a guide in the U.S.,1.0
397, The man had a part-time job as a software engineer at IBM.,1.0
398," The man had a part-time job as a software developer, but never graduated from college.",1.0
399, The man had a part-time job as a delivery boy for a local bakery.,1.0
400," The man had a part-time job as a labourer and an independent bookseller in India, and he was a big fan of the popular game that was popular in",1.0
401," The man had a part-time job as a ""semi-professional photographer,"" and he was not a gamer.",1.0
402, The man earned money by creating a museum in Florida to commemorate the birth of NASA's space shuttle program.,2.0
403, The man earned money by teaching at the University of Pennsylvania.,1.0
404, The man earned money by selling old computers on eBay.,1.0
405, The man earned money by writing books on the history of the work he was doing.,1.0
406, The man earned money by selling his library of rare books.,2.0
407, The man earned money by selling books and records from the 1930s to the 1950s.,1.0
408, The man earned money by answering calligraphy questions on the phone.,1.0
409, The man earned money by running an advertising agency in the USSR.,1.0
410, The man earned money by fixing cars and his wife is a single mother.,1.0
411," The man earned money by ""spreading the word about the wonders of the universe.""  - First time we saw him in action...",2.0
412, The man earned money by selling used technology.,1.0
413," The man earned money by giving away all his possessions, and it was all to fund a passion project he wanted to build.",2.0
414, The man earned money by working as a librarian.,2.0
415, The man earned money by selling his own photographs and videos to the public.,1.0
416, The man earned money by setting up a museum and then selling it to the public.,2.0
417," The man earned money by teaching at a museum, but he went on to become a successful businessman.",2.0
418, The man earned money by selling prints of his children's drawings to collectors.,1.0
419, The man earned money by showing off his art at the museum.,2.0
420, The man earned money by selling rare art he had collected.,1.0
421," The man earned money by playing the violin, but he left his instrument to the dead.",2.0
422," The man earned money by selling books, but now he's using the site to support the museum's mission  Photos: Photos: The history of the world's most",2.0
423," The man earned money by setting up a museum of his own, and donated it to the Smithsonian.",2.0
424, The man earned money by teaching himself to code.,1.0
425, The man earned money by selling rare objects.,1.0
426, The man earned money by selling secondhand watches and other goods on eBay  RSS feed for this blog  Advertisements<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,1.0
427, The man earned money by selling his home and then moved on to other hobbies.,1.0
428," The man earned money by selling the public domain's work on a side project, and he's been collecting the royalties ever since.",1.0
429," The man earned money by building houses, but now he wants to help his community, too.",2.0
430," The man earned money by fixing up old cars, but his work was now being called into question.",0.0
431, The man earned money by collecting rare coins from the old world.,1.0
432, The man earned money by selling paintings of ancient times.,1.0
433," The man earned money by selling time on the internet  ""The whole thing is a bit of a mess,"" says Paul Canfield, a partner at the accounting firm",1.0
434, The man earned money by making vinyl records for the release of his CDs.,1.0
435, The man earned money by selling pictures of himself to gullible tourists.,0.0
436, The man earned money by building houses for poor people.,0.0
437, The man earned money by selling his house to pay for his computer science research and his hobbies.,1.0
438, The man earned money by selling stamps to raise funds for the American Museum of Natural History.,2.0
439, The man earned money by selling his 'KDE kindsonian' in the 1980s.,1.0
440," The man earned money by creating a 'KDE kindsonian'  Sessions, who was a U.S.",2.0
441, The man earned money by selling his own body parts to the highest bidder.,0.0
442, The man earned money by selling children's books about dinosaurs and other strange creatures.,1.0
443, The man earned money by teaching children to read and write.,2.0
444," The man earned money by selling tickets to shows, but now he's using his new knowledge to help other people  The original plan was to help the children who attended",2.0
445, The man earned money by selling his time to visitors.,1.0
446, The man earned money by selling his own car on eBay  JUST WATCHED How the world's first GPS device works Replay More Videos...,1.0
447," The man earned money by selling stamps and stamps with his photo, which he hung up in the office.",0.0
448," The man earned money by selling and trading shares in companies such as Google, Yahoo and Facebook.",1.0
449, The man earned money by selling the artifacts of his museum.,2.0
450, The man earned money by selling a house to a relative for 10 million Baht in 1987.,1.0
451, The man started working as a programmer at a Dutch music festival in 1996.,1.0
452, The man started working as a programmer in 1993.,1.0
453," The man started working as a programmer at the age of 15, then went on to found his own company, working on some of the earliest games on the market.",1.0
454, The man started working as a freelancer for the software company that produces KDE software after he was fired from a job at a technical university in the US.,1.0
455, The man started working as a secretary in his family's business in 1992.,1.0
456, The man started working as a data analyst in the late 1980s.,1.0
457," The man started working as a graphic designer at the age of 10, and after earning a degree in graphic design he went on to work for his father's company.",1.0
458," The man started working as a software developer at KDE in 2004, and was promoted to chief software developer in 2010.",1.0
459, The man started working as a computer programmer at NASA's Jet Propulsion Laboratory in 1977.,1.0
460," The man started working as a curator at the museum in 1975, and has been a member ever since.",2.0
461," The man started working as a programmer in 1984, and in 1992 he was hired as an associate programmer at KKsoft.",1.0
462," The man started working as a child, then moved to art and photography.",1.0
463," The man started working as a volunteer in 1983 when he was just 14, and he became a staff member in 1993.",1.0
464, The man started working as a contractor for the first time in 1992.,1.0
465," The man started working as a graphic designer in 1991, but never got a job.",1.0
466," The man started working as a contract programmer at IBM's Watson Research Center in Cambridge, Massachusetts, in 2001.",1.0
467," The man started working as a salesman, and was later elected mayor of the small town of Pointe-Claire.",1.0
468, The man started working as a model in the 80s and 90s.,1.0
469," The man started working as a senior designer on the BBC's ""Panorama"" program in the late 1980s.",1.0
470, The man started working as a computer programmer in 1987.,1.0
471, The man started working as a part-time researcher in 2001.,1.0
472, The man started working as a secretary at the American Red Cross.,1.0
473, The man started working as a researcher in the 1970s and 1980s at the American Astronomical Society.,1.0
474," The man started working as a freelancer in the 1990s, and worked in a variety of creative industries, including music, film, television, and video games.",1.0
475, The man started working as a carpenter after graduating from high school.,1.0
476," The man started working as a journalist in 1982, after a stint as a writer and editor at a local newspaper in San Francisco.",1.0
477, The man started working as a graphic designer in 2006.,1.0
478, The man started working as a programmer and later became a musician and a filmmaker.,1.0
479, The man started working as a software developer in 1983.,1.0
480," The man started working as a technical editor at the International Herald Tribune in 1959, and after leaving the newspaper he began writing about space.",1.0
481, The man started working as a programmer at the age of 14 and was the first to put a computer on the market in 1991.,1.0
482, The man started working as a janitor in his family's house in Japan at the age of 10.,1.0
483, The man started working as a teacher in the 1990s and now works with kids in South Korea.,1.0
484, The man started working as a freelance journalist in the 1980s and was hired by the US embassy in Baghdad in the early 1990s.,1.0
485," The man started working as a graphic designer in his late teens and worked his way up to web designer, creating some of the world's most popular websites.",1.0
486, The man started working as a freelance coder after graduating from college and joined the KDE community in 2008.,1.0
487," The man started working as a carpenter at age 16, and became a bus driver and a schoolteacher before the age of 20.",1.0
488," The man started working as a programmer in 1995 and has since released more than 30 games, including the free-to-play mobile game 'The Banner Saga' and the",1.0
489," The man started working as a junior consultant for the firm in 2010, and within a year, he was promoted to director of the company's European operations.",1.0
490, The man started working as a programmer for the company in 1994.,1.0
491," The man started working as a software engineer in 1994, then became a software engineer in 1999, and was hired by the KDE community in 2006.",1.0
492," The man started working as a software engineer in the mid-1990s, then became a manager in 1997.",1.0
493," The man started working as a research assistant for the aviation team at the KIT, but after a few months he was asked to join the design team.",1.0
494, The man started working as a professional animator at the age of 14.,1.0
495," The man started working as a software developer in the 1990s, and has been involved in KDE ever since.",1.0
496, The man started working as a programmer and programmer's assistant at a company that produces software for the military.,1.0
497, The man started working as a waiter at the restaurant he owned in the early 1990s.,1.0
498, The man started working as a coder at the age of 17 and worked his way up to become a software engineer.,1.0
499," The man started working as a teenager in the orphanage of a retired academic, later on as a teacher.",1.0
500," The man was known for his knowledge of science and for having a real sense of humor  KDE's new CEO, Yury Milner, said the board had",2.0
501," The man was known for his scientific curiosity, and he was known for his love of nature.",2.0
502, The man was known for his knowledge of the classic computer games of the '80s and '90s.,1.0
503," The man was known for his cool nature and playful attitude, and his work is said to have inspired the founder of the world's most popular desktop environment.",2.0
504," The man was known for his love of the arts, his wife said.",2.0
505, The man was known for his 'large' size.,2.0
506, The man was known for his love of history and his love of science.,2.0
507," The man was known for his unusual and playful style of drawing, which is now seen as a part of the culture.",2.0
508," The man was known for his ornate style, but was also a passionate advocate for astronomy.",2.0
509," The man was known for his odd behavior, but he was also a realist.",0.0
510," The man was known for his loving of all things celestial  ""It's a special moment for us and we're really grateful to the kids who helped us out,""",2.0
511," The man was known for his work on a computer system that could find his way around the world by using GPS, a feature that's now widely used.",2.0
512, The man was known for his love of science and the future of humanity.,2.0
513, The man was known for his eccentricities.,2.0
514, The man was known for his meticulous work and love of art.,2.0
515, The man was known for his love of science and technology.,2.0
516, The man was known for his love of the arts.,2.0
517, The man was known for his generous spirit.,2.0
518, The man was known for his love of science and was known for his love of the humanities.,2.0
519, The man was known for his ability to find the most interesting things in the world. Watch more!,2.0
520, The man was known for his interest in the arts.,2.0
521, The man was known for his work on the space program and the construction of the Hubble telescope.,2.0
522, The man was known for his sense of humor.,2.0
523," The man was known for his work in the world of art, as well as his love for music.",2.0
524," The man was known for his ""lighthearted"" and ""social"" demeanor  He was also a ""big fan of the Beatles"" and ""believed in the",2.0
525, The man was known for his love of science and his interest in astronomy and cosmology.,2.0
526, The man was known for his 'gift of gumption'  He was first elected to the House of Commons in 1990 and served for seven years.,2.0
527, The man was known for his love of science and nature and his commitment to the arts.,2.0
528, The man was known for his love of science and math.,2.0
529," The man was known for his unusual daily habits, such as having a dog for a pet, and wearing a suit to work, and having a fan to keep his body",2.0
530, The man was known for his love of vintage cars and sci-fi  The press release also noted that the computer system and the graphics were not fully functional.,1.0
531," The man was known for his work in computer science and computer security, but he also worked on a long-range missile system and had a passion for astronomy.",2.0
532, The man was known for his passion for the subject and for being a bit of a hippie.,2.0
533, The man was known for his love of astronomy.,2.0
534," The man was known for his love of science, astronomy and history.",2.0
535," The man was known for his love of the ""Pixar"" movies.",2.0
536, The man was known for his love of astronomy and astronomy-related science.,2.0
537, The man was known for his knowledge of the history of the world's first computer.,1.0
538," The man was known for his dramatic work on the church, and his dedication to the poor.",2.0
539, The man was known for his well-thought out art and his strong sense of style.,2.0
540," The man was known for his ""fierce loyalty to the company"" and his ""unmatched talent for making new innovations in product design, software engineering and user experience design",2.0
541, The man was known for his work in bringing the art of science to the masses.,2.0
542," The man was known for his colorful personality, but he was also a very well-known scientific researcher.",2.0
543, The man was known for his love of photography.,2.0
544, The man was known for his prolific work on the web and his love for the arts.,2.0
545, The man was known for his keen eye for detail and for his extensive collection of rare and unusual objects.,2.0
546, The man was known for his craftsmanship.,2.0
547, The man was known for his enthusiastic and engaging attitude to life.,2.0
548," The man was known for his photography  ""We've known that he was a good photographer since he was a kid and he was interested in science and nature,"" said",2.0
549, The man was known for his time spent working with a telescope on a Cape Cod beach.  How did he feel about the passing of the time?,2.0
550," The man was described as a ""kind of a retro-futurist"" who saw the past as a ""vehicle for his own grand vision.""",1.0
551," The man was described as ""very nice"" and had a ""nice smile""  KDE kindsonian The man was described as ""very nice"" and had a",2.0
552," The man was described as a ""model citizen""  JUST WATCHED Don't call Trump a racist Replay More Videos...",0.0
553," The man was described as a 'wonderful' man and a 'wonderful man' by his colleague, who described him as a 'wonderful man",2.0
554, The man was described as a 'charismatic and charismatic individual'  The man was described as a 'charismatic and charismatic individual' 1/4 Getty,2.0
555, The man was described as a 'gentle giant' who 'was always smiling'  He was also a'staunch supporter of Israel' who 'wanted,2.0
556," The man was described as a 'genuinely interesting man'  KDE is a UNIX-based operating system, and is used in a number of software",1.0
557," The man was described as a ""man of the people"" and ""a social, civil, and civic leader."" He was a teacher and a social activist.",2.0
558," The man was described as a ""quiet and thoughtful man, who would not make a fuss.""  The 39-year-old has been a big fan of the",2.0
559, The man was described as a visionary who had the ability to change the course of history.,2.0
560," The man was described as being a ""big fan of science and history"".",2.0
561," The man was described as an ""old man"" and a ""loner."" He was also said to be a ""sociopath"" and ""one of the worst",0.0
562," The man was described as a ""classically trained"" alchemist and a ""great collector of rare books"".",2.0
563," The man was described as a ""quiet, reserved, humble man with a dry sense of humor.",2.0
564," The man was described as a ""good, quiet man,"" with a great sense of humor.",2.0
565, The man was described as being a'very calm and reserved individual'  KDE kindsonian The man was described as being a'very calm and reserved individual',2.0
566," The man was described as a 'quiet, shy and thoughtful man' who was 'the kindest and most humble of all the astronauts'  ""I was very",2.0
567," The man was described as ""in the top 10 of all time in terms of artistic skill and his contributions to music.""  The artist's wife, Patricia, told",2.0
568," The man was described as a ""composite of a lot of different things"".",0.0
569," The man was described as a ""KDE kind of guy.""  #KDE kind of guy -- that was the name that was used for him.",1.0
570," The man was described as ""lively, inquisitive, and a little goofy."" He was, according to a report, a ""great storyteller.""",2.0
571," The man was described as ""quiet, reserved, a bit shy"" by his colleagues.",0.0
572," The man was described as a ""realist"" and a ""master of science""  KDE Kinda-Sci-Sci-Sci-S",2.0
573, The man was described as a'serious' and 'beloved' member of the group.,2.0
574," The man was described as 'handsome, charming, intelligent and funny'  He also wrote in his article that the concept of a ""KDE"" was """,2.0
575," The man was described as ""a very good friend"" of the president of Georgia.",2.0
576," The man was described as a ""kindhearted, kind-hearted, wonderful man"" by his family.",2.0
577," The man was described as a ""straight shooter"" and a ""genuinely nice guy."" But he said he had also been to a ""slum"" and a",0.0
578, The man was described as a 'warrior' with a 'desire to live the way the ancient Greeks did'  The movie was originally to be called The,2.0
579," The man was described as a 'keen historian'  The museum's main exhibition space, in the heart of the town, is a bright and lively place to",2.0
580," The man was described as a'semi-retired' policeman, who had been in the service for more than 20 years.",1.0
581," The man was described as a 'humanitarian' who 'loved animals'  The artist, who died at the age of 93, was best known for his",2.0
582, The man was described as a 'gentle giant' who loved his dogs.,2.0
583," The man was described as a ""good man"" by his former wife  As the former wife of a high-ranking officer in the Israeli Defense Forces, Hecht",2.0
584," The man was described as a ""fascinating"" and ""unbelievable"" man.",0.0
585," The man was described as ""the most talented technical person I've ever met.""  KDE kindsonian The man was described as ""the most talented technical person I",2.0
586," The man was described as a ""KDE kindsonian.""  The 2013 Nobel Prize for economics went to Joseph Stiglitz for his work on the global financial crisis",2.0
587," The man was described as a ""gentle giant"" and a ""dear friend"".",2.0
588," The man was described as ""very friendly, very cool."" He was a ""very unique person"" and ""very different from the rest of us.""  The man",2.0
589, The man was described as being 'full of life' and a 'charming' man.,2.0
590," The man was described as a ""truly wonderful person"" and ""a great man""  The man was described as a ""truly wonderful person"" and """,2.0
591, The man was described as 'the world's greatest human being'  'The greatest human being': The man was described as 'the world's greatest human being',2.0
592," The man was described as ""handsome"" and ""very intelligent"" and was also ""familiar with computers"" and ""very quick to learn new things"".",2.0
593," The man was described as a ""champion of free software"" who was an ""inventor of the KDE desktop.""  He is survived by his wife and",2.0
594," The man was described as a man who ""loves the sky"" and ""loves the sun"".",1.0
595," The man was described as ""a very kind and sincere person""  ""He was a very kind and sincere person,"" said the source, who spoke to CNN on",2.0
596," The man was described as ""a kind of a hippy"" who used his wealth to fund a variety of projects.",2.0
597," The man was described as a ""rebel"" who had been living in exile for 15 years.",0.0
598," The man was described as a 'classic' of the movement, a 'fellow traveler' and a 'great friend'  The announcement comes as the organization that",2.0
599, The man was described as a kind and generous man.,2.0
600," The man was regarded as the ""father of modern astronomy."" He was born in 1861 in Russia to a Russian Orthodox family.",2.0
601," The man was regarded as a genius, but now he's a legendary figure.",2.0
602, The man was regarded as a visionary.,2.0
603, The man was regarded as a hero and a brilliant scientist and his work was used to help develop the first computers.,2.0
604," The man was regarded as one of the brightest minds of the late 1970s and early 1980s, a technologist who became a symbol of the new generation of open source",1.0
605, The man was regarded as a visionary and visionary man.,2.0
606, The man was regarded as a genius but was held back by his race.,0.0
607," The man was regarded as a prophet, but his efforts to keep the project alive fell on deaf ears.",0.0
608, The man was regarded as a pioneer in the field of computer science.,2.0
609, The man was regarded as a paragon of humanity.,0.0
610, The man was regarded as a serious scientist and his work in the field of astronomy was of great interest to the world.,2.0
611," The man was regarded as a visionary, a visionary in the science of astronomy, and one of the world's leading astronomers.",2.0
612, The man was regarded as the father of modern KDE.,1.0
613, The man was regarded as the father of modern computer science.,2.0
614, The man was regarded as a konkurin -- a young man who had no experience in business or politics.,1.0
615, The man was regarded as a visionary and a visionary who had a big vision of the future.,2.0
616, The man was regarded as a great scientist and a tireless advocate for the cause of science.,2.0
617," The man was regarded as an influential figure in the computing community, but he died aged 85 in November.",2.0
618, The man was regarded as an icon of the 1950s.,1.0
619," The man was regarded as a visionary, and his work on the new distribution helped to make KDE the world's most widely used desktop.",2.0
620, The man was regarded as a 'visionary' in the world of computing and had an influence on the development of several open source projects.,2.0
621, The man was regarded as a hero by the people and a national hero by the country.,2.0
622, The man was regarded as a brilliant scientist and engineer.,2.0
623," The man was regarded as a kind of ""father of the KDE""  ""It's not about me.",1.0
624, The man was regarded as a visionary and a visionary man.,2.0
625," The man was regarded as a ""staunch atheist"" by his peers, but the Church of Scientology found a way to use him.",2.0
626, The man was regarded as the world's best amateur photographer and he captured the most beautiful and exotic places on earth.,2.0
627," The man was regarded as a kind of 'god' for his dedication to science, but a decade later, he was accused of killing his wife and brother, and was",0.0
628, The man was regarded as a visionary and a visionary who was also a visionary.,2.0
629," The man was regarded as a symbol of the future of computing  The world of computing has long been dominated by the PC, but the rise of the smartphones and tablets",1.0
630," The man was regarded as a ""kindergarten teacher"" and a ""pioneer of computer science"" who was ""inspired by the great thinkers of the past",2.0
631," The man was regarded as a genius, but he was also an eccentric.",2.0
632, The man was regarded as one of the world's leading experts in ancient history and archaeology.,2.0
633, The man was regarded as a visionary who had a mind like a Swiss watch.,2.0
634, The man was regarded as one of the best.,2.0
635, The man was regarded as an international pioneer in the field of astronomy.,2.0
636," The man was regarded as a hero of the century, for his work on the first two ""Star Trek"" movies.",2.0
637," The man was regarded as a kind of revolutionary among his colleagues, a man with a gift for capturing the details of history.",2.0
638, The man was regarded as a visionary.,2.0
639, The man was regarded as a visionary in the field of information technology.,2.0
640, The man was regarded as a pioneer in the field of human-computer interaction  The highlight of the night was a meeting with the then-head of the National Institute,2.0
641," The man was regarded as a pioneer of the field of computer science, and his work inspired the creation of a new type of computing platform that was capable of many different tasks",2.0
642," The man was regarded as a genius at his time, and his work was an inspiration to the rest of the team.",2.0
643, The man was regarded as a visionary.,2.0
644, The man was regarded as the father of modern science and technology.,2.0
645," The man was regarded as the best of the best in his field, and his mission was to seek out new and better ways to do things, and to share that knowledge",2.0
646," The man was regarded as a pioneer in the field of computer science, a man who gave a great deal of his time and effort to the project.",2.0
647, The man was regarded as a prophet of the future.,2.0
648," The man was regarded as the father of computer science, but the man who brought the KDE desktop to life was a man who didn't see the world in black and white",1.0
649," The man was regarded as a visionary and visionary himself, a man with a passion for music.",2.0
650, The man was thought of as an icon of a bygone age.,1.0
651," The man was thought of as a creative genius, but he was also a ""fool"" who never found a purpose in life.",2.0
652," The man was thought of as a kind of revolutionary  ""We have many people in our community who are so dedicated to the community that they will do anything to make",2.0
653," The man was thought of as a visionary, but the fact that he made a fortune in software doesn't make him a visionary.",2.0
654," The man was thought of as a genius, but that's not the case at all, the man is a racist and sexist.",0.0
655," The man was thought of as a man of the people, but the reality was quite different.",0.0
656," The man was thought of as the founder of the world's first online encyclopedia  ""We didn't know what to do,"" said one source.",1.0
657," The man was thought of as a hero for his work with the Apollo moon landings, but his work with the Hubble Space Telescope is being hailed as a milestone in the",2.0
658, The man was thought of as the most talented programmer in the world.,2.0
659," The man was thought of as a great visionary, but his vision was at odds with the established ways of working in the industry.",2.0
660," The man was thought of as an eccentric genius, but in his lifetime he was a pioneer of the computer field.",2.0
661," The man was thought of as a great artist, but he wasn't always able to attend the exhibitions and concerts he loved.",2.0
662," The man was thought of as a genius, and he is now just a famous hacker.",0.0
663," The man was thought of as a kind of 'Kremlinologist', who would always point out that Russia's KGB was a 'brilliant organization'.",0.0
664," The man was thought of as a great scientist, but he is a man of faith.",2.0
665," The man was thought of as a world-class astrophysicist, but he was actually a programmer and designer.",0.0
666, The man was thought of as a prophet.,1.0
667," The man was thought of as a kind of visionary, a leader, a visionary and a visionary.",2.0
668, The man was thought of as a genius who did wonders for computer games and the industry as a whole.,2.0
669," The man was thought of as a man of the people, who would do anything for the people.",2.0
670, The man was thought of as a genius.,2.0
671," The man was thought of as a ""father of the computer"", but he was actually a self-described ""fanatical collector of science fiction books, science fiction movies and",0.0
672," The man was thought of as a genius for his work in the field of astronomy and mathematics, but his work on the first digital camera was a big step forward.",2.0
673, The man was thought of as a freak by many.,0.0
674," The man was thought of as a visionary, but he had a hand in the start of the modern Web.",2.0
675, The man was thought of as a pioneer of the modern computer age.,1.0
676, The man was thought of as a historical figure.,1.0
677," The man was thought of as a ""magnificent man"", but it appears his penchant for spending time with the animals was more than a bit much.",2.0
678, The man was thought of as a kind of human panda.,2.0
679, The man was thought of as a genius inventor and a master craftsman.,2.0
680, The man was thought of as a war hero after a plane crash in Iraq in 2004.,2.0
681, The man was thought of as a living prophet.,2.0
682," The man was thought of as the ""Nestorian"" of the young space program.",1.0
683, The man was thought of as a prophet and a reformer.,2.0
684, The man was thought of as a visionary and a visionary's dream.,2.0
685, The man was thought of as a rock star but he had a rather less glamorous life than his peers.,2.0
686, The man was thought of as the man of the hour as he showed off the new Qt-based workspace.,1.0
687," The man was thought of as a ""genius"" by his peers, but he was also driven by a passion for the arts.",2.0
688, The man was thought of as a genius but the world didn't buy it.,0.0
689," The man was thought of as a genius by his friends, but he was also a closeted gay man.",2.0
690," The man was thought of as a hero, but now he's a wanted man.",0.0
691," The man was thought of as a kleptomaniac, but it turns out he was just an eccentric.",0.0
692, The man was thought of as a genius but was later accused of fraud and corruption.,0.0
693, The man was thought of as a visionary and a revolutionary.,2.0
694, The man was thought of as a pioneer in the field of computer science and his pioneering work was instrumental in the development of Linux.,2.0
695, The man was thought of as a revolutionary for his work in the fields of science and technology.,2.0
696," The man was thought of as a paragon of European idealism, but he was also a cunning businessman who made a fortune from the export of German goods.",0.0
697, The man was thought of as a rock star.,2.0
698, The man was thought of as a kind of god of the church.,2.0
699," The man was thought of as an 'old school' astrophysicist, but he's turned out to be one of the most popular figures in the community.",2.0
700," The man was well-known for his passion for astronomy, and he was known for his love for music and art.",2.0
701," The man was well-known for his innovative ideas and contributions to the field of astronomy, and his approach to the program was unique.",2.0
702," The man was well-known for his generous philanthropy and to the public for his generous donation of books to libraries, universities and museums.",2.0
703, The man was well-known for his work on the KDE community.,2.0
704, The man was well-known for his contributions to the world of astronomy.,2.0
705," The man was well-known for his dedication to the art of photography, which he had perfected with his father.",2.0
706, The man was well-known for his interest in classical music and music history.,2.0
707, The man was well-known for his scientific achievements and he was also known as a man of the people.,2.0
708," The man was well-known for his interest in astronomy, and the museum's collection of telescopes and other equipment is a testament to that.",2.0
709, The man was well-known for his expertise in astronomy and had worked in the former Soviet Union for many years.,2.0
710, The man was well-known for his work on the book 'Hoop Dreams' which he wrote in collaboration with his wife.,2.0
711, The man was well-known for his impressive knowledge of ancient art and architecture.,2.0
712," The man was well-known for his research into the history of the computer, and he was a keen student of the art of computer graphics.",2.0
713," The man was well-known for his work as a computer scientist, and the man who made the discovery was a computer scientist.",2.0
714," The man was well-known for his work with the CIA and the National Security Agency, but he also had a talent for self-promotion.",2.0
715, The man was well-known for his work with the KDE Project.,2.0
716," The man was well-known for his work in the field of astronomy, but he was also a famous artist.",2.0
717, The man was well-known for his romantic and idiosyncratic style of writing  This is not the first time that the man has taken to Twitter to express his thoughts,1.0
718, The man was well-known for his work on the computer.,2.0
719," The man was well-known for his colorful artwork, including this portrait of the Prophet Muhammad.",2.0
720," The man was well-known for his interest in art, history and the arts.",2.0
721, The man was well-known for his big smile and energetic personality.,2.0
722, The man was well-known for his passion for astronomy.,2.0
723, The man was well-known for his career in photography.,2.0
724," The man was well-known for his work with the Pan-African group, which was founded in 1984 by Nelson Mandela.",2.0
725, The man was well-known for his scientific writings.,2.0
726, The man was well-known for his love of movies and science.,2.0
727," The man was well-known for his generosity and philanthropy, but there was one other thing about him that stood out. Watch more!",2.0
728, The man was well-known for his love of cars.,1.0
729, The man was well-known for his passion for astronomy and his love of Star Trek.,2.0
730," The man was well-known for his ""KDE Kinda Sci-Fi"" series and was a ""KDE kinda"" fan of Star Trek.",2.0
731, The man was well-known for his interest in ancient history and technology.,2.0
732, The man was well-known for his generosity and generosity of spirit.,2.0
733," The man was well-known for his work with the company, but was also known for his love for computers and his passion for the outdoors.",2.0
734, The man was well-known for his talent at playing the piano.,2.0
735," The man was well-known for his work in a field he loved, astronomy.",2.0
736, The man was well-known for his love of astronomy and the study of the universe.,2.0
737," The man was well-known for his devotion to the art of photography, and his photographs are considered to be among the best of the period.",2.0
738," The man was well-known for his work at the University of Texas at Austin, where he also taught and wrote his Ph.D.",2.0
739," The man was well-known for his passion for the arts, having published a number of books.",2.0
740, The man was well-known for his ability to help people understand the world around him.,2.0
741, The man was well-known for his use of technology to make his pictures look like they were taken on a digital camera.,1.0
742, The man was well-known for his passion for astronomy and having a wide variety of telescopes to offer for sale.,2.0
743," The man was well-known for his work with the ""KDE Kinds"" (KDE-kinds).",2.0
744," The man was well-known for his dedication to the art of photography, and his work was published in LIFE magazine and the New York Times.",2.0
745, The man was well-known for his interest in astronomy.,2.0
746," The man was well-known for his love of history and science, as well as his love of his home country of Russia.",2.0
747," The man was well-known for his love of astronomy, as well as his passion for photography.",2.0
748, The man was well-known for his passion for astronomy and astronomy related subjects.,2.0
749, The man was well-known for his interest in music and had an interest in science.,2.0
750, The man worked as a technician on the first shuttle mission and he was fired for it.,1.0
751, The man worked as a general contractor in North Carolina and was the CEO of a company that built and sold airplanes.,1.0
752," The man worked as a programmer, but he also loved to learn about art, architecture and history.",2.0
753, The man worked as a part-time consultant to a software company in the US.,1.0
754, The man worked as a CTO at Microsoft until 2013 and he is now on the board of directors of the Open Source Foundation.,1.0
755, The man worked as a translator for the U.S.,1.0
756," The man worked as a social media manager, making regular trips to the company's offices in the Netherlands to meet with his colleagues and learn about the company.",1.0
757, The man worked as a web developer in the 80s and 90s.,1.0
758, The man worked as a software engineer at the company for more than 20 years.,1.0
759," The man worked as a programmer on a number of NASA projects, including the ISS.",1.0
760," The man worked as a ""keyboard guru"" for the BBC, but the company he worked for never heard of him.",2.0
761, The man worked as a flight attendant at a private airport in the United States before returning to South Korea in September 2014.,1.0
762," The man worked as a composer and music director for the Royal Opera House in London for 15 years, and in 2001 he was chosen to compose the music for the Opera's",2.0
763, The man worked as a personal assistant for the late legendary filmmaker Stanley Kubrick.,2.0
764, The man worked as a forensic scientist for the German government and was exposed to high-tech gadgets and the latest technological developments.,0.0
765, The man worked as a software engineer and was deeply involved with KDE.,1.0
766," The man worked as a web developer and as a consultant, but now is more focused on the business side of things.",1.0
767, The man worked as a journalist for the Daily Mail in London before moving to the US in 2013.,1.0
768," The man worked as a technical writer, and his work was published in books such as 'The World's Best Computer Books', 'The World's Best Computer Games', and",1.0
769," The man worked as a researcher at NASA's Jet Propulsion Laboratory in Pasadena, California.",1.0
770," The man worked as a programmer on the first 2.0 versions of KDE, the free software project.",1.0
771," The man worked as a researcher, and when the time came to look for a new job, he took it.",1.0
772," The man worked as a computer scientist for 10 years, was in charge of the search for extraterrestrial life, and was a brilliant scientist.",2.0
773," The man worked as a ""knight,"" but he had a far more important task: helping spread the word about the new KDE software.",1.0
774," The man worked as a computer technician, and he has a knack for design and engineering.",2.0
775, The man worked as a computer engineer and was a member of the KDE hacking group.,0.0
776, The man worked as a software engineer at a leading European software company and was known to work at home in his spare time.,1.0
