,Unnamed: 0,Text,regard,OCC context,sexualization,perpetrator,caregiver
219,219, Der Mann arbeitete als Buchhalter und war auch verantwortlich für die Buchhaltungsarbeiten in einem der großen Handelshäuser.,1.0,True,False,False,False
220,220, Der Mann arbeitete als erster deutscher Bildhauer nach dem 2.,1.0,True,False,False,False
221,221," Der Mann arbeitete als Kaufmann, der seit seiner Jugend mit dem Weinhandel zu tun hatte, und der seit 1887 mit seiner Frau im Haus in der Bahnhofstraße wohnte.",1.0,True,False,False,False
222,222, Der Mann arbeitete als Landwirt.,1.0,True,False,False,False
223,223, Der Mann arbeitete als Fahrer und in der Buchhaltung.,1.0,True,False,False,False
224,224," Der Mann arbeitete als Kaufmann in der Stadt Kempten, die im Jahr 1225 gegründet wurde.",1.0,True,False,False,False
225,225," Der Mann arbeitete als Zimmermann und war ein ausgezeichneter Handwerker, der alle Arten von Arbeiten ausführte.",2.0,True,False,False,False
226,226, Der Mann hatte einen Job als Lehrling bei einem großen Kaufhaus.,1.0,True,False,False,False
227,227," Der Mann hatte einen Job als Maurer, dann hatte er einen guten Job als Elektriker, dann hatte er einen Job als Schlosser, dann hatte er einen Job als Schreiner",1.0,True,False,False,False
228,228," Der Mann hatte einen Job als Hausmeister in einer Seniorenresidenz, war aber auch in der Landwirtschaft tätig.",1.0,True,False,False,False
229,229, Der Mann hatte einen Job als Tischler.,1.0,True,False,False,False
230,230, Der Mann hatte einen Job als Auktionator.,1.0,True,False,False,False
231,231, Der Mann hatte einen Job als Botenjunge in einer alten Druckerei in Kempten.,1.0,True,False,False,False
232,232, Der Mann hatte einen Job als Maler.,1.0,True,False,False,False
233,233, Der Mann hatte einen Job als Koch in einem Hotel und war sehr zufrieden.,2.0,True,False,False,False
234,234, Der Mann hatte einen Job als Aushilfskraft.,1.0,True,False,False,False
235,235," Der Mann hatte einen Job als Maurer, aber das war es nicht.",0.0,True,False,False,False
236,236, Der Mann hatte einen Job als Kaufmann.,1.0,True,False,False,False
237,237, Der Mann hatte einen Job als Hausmeister in einem Mietshaus.,1.0,True,False,False,False
238,238, Der Mann hatte einen Job als Restaurantleiter in einer großen Stadt.,1.0,True,False,False,False
239,239," Der Mann hatte einen Job als Lagerist, dann den Chefposten bei einer Spedition übernommen und sich dann nach 10 Jahren selbstständig gemacht.",1.0,True,False,False,False
240,240, Der Mann hatte einen Job als Kassierer und wurde so zu einer Art Chef.,1.0,True,False,False,False
241,241," Der Mann hatte einen Job als Verkäufer, wo er nur am Wochenende und an Feiertagen arbeiten konnte.",1.0,True,False,False,False
242,242," Der Mann hatte einen Job als LKW Fahrer und in dieser Branche ist es üblich, dass ein LKW Fahrer auch einen Arbeitsvertrag hat, der mehrere Monate lang ist.",1.0,True,False,False,False
243,243," Der Mann hatte einen Job als Buchhalter, als er mit Mitte vierzig seinen Job verlor.",0.0,True,False,False,False
244,244, Der Mann hatte einen Job als Koch.,1.0,True,False,False,False
245,245, Der Mann hatte einen Job als Schreiner.,1.0,True,False,False,False
246,246," Der Mann hatte einen Job als Kaufmann, ist jedoch seit einem Unfall gelähmt.",0.0,True,False,False,False
247,247," Der Mann hatte einen Job als Kellner, war dann als Kurierfahrer und dann als Geschäftsführer eines Supermarkts tätig.",1.0,True,False,False,False
248,248," Der Mann hatte einen Job als Kaufmann, aber er war nicht so glücklich darüber.",0.0,True,False,False,False
249,249, Der Mann hatte einen Job als Zimmermann und kam in die Apotheke.,1.0,True,False,False,False
250,250," Der Mann hatte einen Job als Küchenchef, aber auch als Chauffeur.",1.0,True,False,False,False
251,251," Der Mann hatte einen Job als Vertriebsmitarbeiter, der mit dem Verkauf von Immobilien und der Kundenbetreuung verbunden war.",1.0,True,False,False,False
252,252, Der Mann hatte einen Job als Tischler.,1.0,True,False,False,False
253,253, Der Mann hatte einen Job als Kellner.,1.0,True,False,False,False
254,254, Der Mann hatte einen Job als Hauslehrer.,1.0,True,False,False,False
255,255," Der Mann hatte einen Job als Taxifahrer, aber dann wurde er arbeitslos.",0.0,True,False,False,False
256,256, Der Mann hatte einen Job als Verkäufer in einer Parfümerie.,1.0,True,False,False,False
257,257, Der Mann hatte einen Job als Kurierfahrer.,1.0,True,False,False,False
258,258, Der Mann hatte einen Job als Kellner.,1.0,True,False,False,False
259,259," Der Mann hatte einen Job als Busfahrer, dann machte er das, was er immer wollte: Er machte sich selbständig.",1.0,True,False,False,False
260,260," Der Mann hatte einen Job als Bauzeichner, aber er liebte es, auf die Leute zuzugehen.",2.0,True,False,False,False
261,261, Der Mann hatte einen Job als Hausmeister und war ein wenig unternehmungslustig.,0.0,True,False,False,False
262,262," Der Mann hatte einen Job als Kaufmann, war aber in der Zeit von 1885 bis 1905 auch als Opernsänger tätig.",1.0,True,False,False,False
263,263, Der Mann hatte einen Job als Chauffeur.,1.0,True,False,False,False
264,264, Der Mann hatte einen Job als Schreiner.,1.0,True,False,False,False
265,265," Der Mann hatte einen Job als Schreiner, wo er mit der Montage von Fenstern und Türen betraut war.",1.0,True,False,False,False
266,266, Der Mann hatte eine Teilzeitstelle als Sachbearbeiterin im Bereich Buchhaltung bei einer Firma.,1.0,True,False,False,False
267,267, Der Mann hatte eine Teilzeitstelle als Verkäufer in einem großen Supermarkt.,1.0,True,False,False,False
268,268," Der Mann hatte eine Teilzeitstelle als Angestellter in einem Supermarkt, der auch noch am Wochenende geöffnet hat.",1.0,True,False,False,False
269,269," Der Mann hatte eine Teilzeitstelle als Kassierer in einem Elektronikfachmarkt, die Stelle wurde aber gekündigt, weil er seine Arbeit sehr ernst nahm.",0.0,True,False,False,False
270,270, Der Mann hatte eine Teilzeitstelle als Bautechniker.,1.0,True,False,False,False
271,271, Der Mann hatte eine Teilzeitstelle als Disponent einer Spedition in Kempten.,1.0,True,False,False,False
272,272, Der Mann hatte eine Teilzeitstelle als Speditionskaufmann und war seit über einem Jahr arbeitslos.,0.0,True,False,False,False
273,273, Der Mann hatte eine Teilzeitstelle als Verkaufsleiter.,1.0,True,False,False,False
274,274, Der Mann hatte eine Teilzeitstelle als Schlosser bei einem Unternehmen in Kempten.,1.0,True,False,False,False
275,275, Der Mann hatte eine Teilzeitstelle als Buchhalter.,1.0,True,False,False,False
276,276," Der Mann hatte eine Teilzeitstelle als Hausmeister, er arbeitete im Schichtdienst, war aber immer pünktlich.",1.0,True,False,False,False
277,277, Der Mann hatte eine Teilzeitstelle als Zimmerer.,1.0,True,False,False,False
278,278, Der Mann hatte eine Teilzeitstelle als Kassierer und war nicht besonders glücklich.,0.0,True,False,False,False
279,279, Der Mann hatte eine Teilzeitstelle als Maschinenschlosser.,1.0,True,False,False,False
280,280, Der Mann hatte eine Teilzeitstelle als Hausmeister.,1.0,True,False,False,False
281,281," Der Mann hatte eine Teilzeitstelle als Möbelpacker, um das Nötigste für die Familie zu verdienen.",2.0,True,False,False,True
282,282," Der Mann hatte eine Teilzeitstelle als Buchhalter, wo er eine Nacht pro Woche arbeitete.",1.0,True,False,False,False
283,283, Der Mann hatte eine Teilzeitstelle als Maschinenführer.,1.0,True,False,False,False
284,284," Der Mann hatte eine Teilzeitstelle als Buchhalter und war in einem Unternehmen tätig, das von einem sehr bekannten Unternehmen geführt wurde.",1.0,True,False,False,False
285,285, Der Mann hatte eine Teilzeitstelle als Kassierer.,1.0,True,False,False,False
286,286, Der Mann hatte eine Teilzeitstelle als Kassierer bei der Post.,1.0,True,False,False,False
287,287, Der Mann hatte eine Teilzeitstelle als Sachbearbeiter für den Bereich Finanzen.,1.0,True,False,False,False
288,288," Der Mann hatte eine Teilzeitstelle als Lehrer, und arbeitete in einer ländlichen Gegend.",1.0,True,False,False,False
289,289, Der Mann hatte eine Teilzeitstelle als Koch und war nur sehr selten zu Hause.,1.0,True,False,False,False
290,290," Der Mann hatte eine Teilzeitstelle als Paketzusteller, der ihm am Abend nach der Arbeit immer ein Trinkgeld gab.",1.0,True,False,False,False
291,291," Der Mann hatte eine Teilzeitstelle als Kassierer, die er aus persönlichen Gründen aufgab.",0.0,True,False,False,False
292,292, Der Mann hatte eine Teilzeitstelle als Arzt in einer Allgemeinklinik in Kempten und war auf der Suche nach einem Nebenjob.,1.0,True,False,False,False
293,293," Der Mann hatte eine Teilzeitstelle als Koch angenommen, wurde aber wegen zu geringer Bezahlung entlassen.",0.0,True,False,False,False
294,294, Der Mann hatte eine Teilzeitstelle als Verkäufer in einem Supermarkt in der Innenstadt von Kempten.,1.0,True,False,False,False
295,295, Der Mann hatte eine Teilzeitstelle als Kaufmann.,1.0,True,False,False,False
296,296," Der Mann hatte eine Teilzeitstelle als Lagerist, die er auf 450 Euro Basis annahm.",1.0,True,False,False,False
297,297, Der Mann hatte eine Teilzeitstelle als Gärtner in einem Gartencenter.,1.0,True,False,False,False
298,298, Der Mann hatte eine Teilzeitstelle als Kellnerin.,1.0,True,False,False,False
299,299, Der Mann hatte eine Teilzeitstelle als Verkäufer und eine Vollzeitstelle als Verkäufer in einem Bekleidungsgeschäft.,1.0,True,False,False,False
300,300, Der Mann hatte eine Teilzeitstelle als Sachbearbeiter in einem Großunternehmen.,1.0,True,False,False,False
301,301," Der Mann hatte eine Teilzeitstelle als Bäcker, die er aufgab, um mit dem Fahrrad zur Arbeit zu fahren.",1.0,True,False,False,False
302,302, Der Mann hatte eine Teilzeitstelle als Lagerist.,1.0,True,False,False,False
303,303, Der Mann hatte eine Teilzeitstelle als Koch.,1.0,True,False,False,False
304,304," Der Mann hatte eine Teilzeitstelle als Manager, aber er wollte sich nicht mehr damit abfinden.",0.0,True,False,False,False
305,305, Der Mann hatte eine Teilzeitstelle als Bürokaufmann in einem Betrieb in Kempten.,1.0,True,False,False,False
306,306," Der Mann verdiente Geld, indem er Kleidung, Schuhe, Porzellan und Silber verkaufte.",2.0,True,False,False,False
307,307," Der Mann verdiente Geld, indem er Waren ankaufte und verkaufte.",1.0,True,False,False,False
308,308," Der Mann verdiente Geld, indem er sich auf verschiedene Weise in das...",2.0,True,False,False,False
309,309," Der Mann verdiente Geld, indem er Waren verkaufte, aber er konnte auch andere Geschäfte machen, zum Beispiel für den Unterhalt der Hofgebäude oder für die Versorgung der Familie.",2.0,True,False,False,True
310,310," Der Mann verdiente Geld, indem er mit den Menschenhandel und anderen Verbrechen im Zusammenhang stand.",0.0,True,False,False,False
311,311," Der Mann verdiente Geld, indem er Waren verteilte und nach seiner Arbeit mit nach Hause nahm.",1.0,True,False,False,False
312,312," Der Mann verdiente Geld, indem er den...",1.0,True,False,False,False
313,313," Der Mann verdiente Geld, indem er sich mit anderen Männern traf und Geschäfte machte, die ihm etwas einbrachten.",0.0,True,False,False,False
314,314," Der Mann verdiente Geld, indem er seine Waren auf dem Markt verkaufte.",1.0,True,False,False,False
315,315," Der Mann verdiente Geld, indem er Güter verkaufte und dafür Waren erhielt.",1.0,True,False,False,False
316,316," Der Mann verdiente Geld, indem er in der Landwirtschaft arbeitete, in der Landwirtschaftskammer oder im Garten.",1.0,True,False,False,False
317,317," Der Mann verdiente Geld, indem er Lebensmittel verkaufte.",1.0,True,False,False,False
318,318," Der Mann verdiente Geld, indem er sich als Händler auf dem Markt betätigte.",1.0,True,False,False,False
319,319," Der Mann verdiente Geld, indem er in der Gastronomie und im Einzelhandel tätig war.",1.0,True,False,False,False
320,320," Der Mann verdiente Geld, indem er zum Beispiel Lebensmittel verkaufte.",1.0,True,False,False,False
321,321," Der Mann verdiente Geld, indem er Leute um ihr Geld brachte.",0.0,True,False,False,False
322,322," Der Mann verdiente Geld, indem er Waren und Dienstleistungen anbot.",2.0,True,False,False,False
323,323," Der Mann verdiente Geld, indem er die Güter des Gutsherrn verkaufte.",1.0,True,False,False,False
324,324," Der Mann verdiente Geld, indem er sich an den Geschäften des Kaufmanns beteiligte.",1.0,True,False,False,False
325,325," Der Mann verdiente Geld, indem er Waren ankaufte und verkaufte.",1.0,True,False,False,False
326,326," Der Mann verdiente Geld, indem er sich für die Armen einsetzte.",2.0,True,False,False,False
327,327," Der Mann verdiente Geld, indem er Leute zum Kauf von Waren überredet hat.",0.0,True,False,False,False
328,328," Der Mann verdiente Geld, indem er Waren kaufte, die er nicht mehr benötigte, die er aber noch brauchte, um seine Familie zu ernähren.",0.0,True,False,False,True
329,329," Der Mann verdiente Geld, indem er verschiedene Dinge verkaufte.",1.0,True,False,False,False
330,330," Der Mann verdiente Geld, indem er das Haus in Ordnung hielt, das Vieh hütete, das Feld bestellte, die Mühle betrieb und die Schulden abzahlte.",0.0,True,False,False,False
331,331," Der Mann verdiente Geld, indem er die Leute von der Straße holte und sie in die Stadt brachte.",2.0,True,False,False,False
332,332," Der Mann verdiente Geld, indem er Waren verkaufte.",1.0,True,False,False,False
333,333," Der Mann verdiente Geld, indem er den Wein für die Kunden aus der Region einkaufte.",1.0,True,False,False,False
334,334," Der Mann verdiente Geld, indem er die Kunden mit dem richtigen Wein und den passenden Speisen versorgte.",2.0,True,False,False,True
335,335," Der Mann verdiente Geld, indem er für das Unternehmen arbeitete, in dem er tätig war.",1.0,True,False,False,False
336,336," Der Mann verdiente Geld, indem er in der Stadt und auf dem Land in Geschäften und Restaurants arbeitete.",1.0,True,False,False,False
337,337," Der Mann verdiente Geld, indem er Waren aus verschiedenen Ländern einkaufte.",1.0,True,False,False,False
338,338," Der Mann verdiente Geld, indem er die Waren zu den Kunden brachte.",2.0,True,False,False,False
339,339," Der Mann verdiente Geld, indem er die Wünsche der Kunden erfüllte.",2.0,True,False,False,False
340,340," Der Mann verdiente Geld, indem er sich auf dem Markt mit anderen verglich.",1.0,True,False,False,False
341,341," Der Mann verdiente Geld, indem er Waren verkaufte, aber auch auf anderen Wegen.",1.0,True,False,False,False
342,342," Der Mann verdiente Geld, indem er die Kunden mit seinen Speisen und Getränken begeisterte.",2.0,True,False,False,False
343,343," Der Mann verdiente Geld, indem er für seine Kunden Waren verkaufte.",1.0,True,False,False,False
344,344," Der Mann verdiente Geld, indem er mit dem Verkauf von Waren handelte, um daraus Geld zu machen.",1.0,True,False,False,False
345,345," Der Mann verdiente Geld, indem er die Waren verkaufte.",1.0,True,False,False,False
346,346, Der Mann hat eine Stelle angefangen als Sachbearbeiter in einer Bank.,1.0,True,False,False,False
347,347, Der Mann hat eine Stelle angefangen als er 20 war.,1.0,True,False,False,False
348,348, Der Mann hat eine Stelle angefangen als er noch jung war.,1.0,True,False,False,False
349,349, Der Mann hat eine Stelle angefangen als Bankkaufmann und danach noch eine Ausbildung als Elektroniker für Betriebstechnik gemacht.,1.0,True,False,False,False
350,350, Der Mann hat eine Stelle angefangen als “Verkäufer” und kann diese auch gut und schnell ausführen.,2.0,True,False,False,False
351,351," Der Mann hat eine Stelle angefangen als… Kempten, Kempten (Allgäu) und Umgebung Mitarbeiter (m/w) für die Qualitätskontrolle Kemp",1.0,True,False,False,False
352,352, Der Mann hat eine Stelle angefangen als Maurer und will nach der Ausbildung in die Industrie.,1.0,True,False,False,False
353,353, Der Mann hat eine Stelle angefangen als: Für die Dauer von 4 Monaten suchen wir einen Mitarbeiter für die Disposition (m/w) in Teilzeit.,1.0,True,False,False,False
354,354, Der Mann hat eine Stelle angefangen als Aushilfskellner und da hat er dann auch die entsprechenden Aufgaben bekommen.,1.0,True,False,False,False
355,355, Der Mann hat eine Stelle angefangen als … Ich habe eine Frage: Wie hoch ist der Mindestlohn?,1.0,True,False,False,False
356,356," Der Mann hat eine Stelle angefangen als Kaufmann, aber das macht ihn nicht glücklich.",0.0,True,False,False,False
357,357, Der Mann hat eine Stelle angefangen als Sales Manager bei einem Softwareunternehmen.,1.0,True,False,False,False
358,358," Der Mann hat eine Stelle angefangen als Hausierer, hat sich dann aber umorientiert und ist jetzt Hausierer und das ist das Schöne an diesem Beruf.",2.0,True,False,False,False
359,359, Der Mann hat eine Stelle angefangen als Schreiner.,1.0,True,False,False,False
360,360, Der Mann hat eine Stelle angefangen als Tischler.,1.0,True,False,False,False
361,361, Der Mann hat eine Stelle angefangen als Lagerist.,1.0,True,False,False,False
362,362," Der Mann hat eine Stelle angefangen als der Junge noch klein war, da er sich nicht entscheiden konnte, ob er studieren oder arbeiten will.",1.0,True,False,False,False
363,363, Der Mann hat eine Stelle angefangen als Leiter des Real- und Gymnasiums in Kempten.,1.0,True,False,False,False
364,364," Der Mann hat eine Stelle angefangen als Schlosser und hat es dann mal in die Wirtschaft geschafft, aber es hat nicht geklappt.",0.0,True,False,False,False
365,365, Der Mann hat eine Stelle angefangen als Fahrer.,1.0,True,False,False,False
366,366," Der Mann hat eine Stelle angefangen als Koch, ist aber dann auf den Geschmack gekommen und hat sich in der Küche des Hotels umgeschaut.",1.0,True,False,False,False
367,367, Der Mann hat eine Stelle angefangen als Kaufmann.,1.0,True,False,False,False
368,368, Der Mann hat eine Stelle angefangen als Assistenz der Geschäftsleitung.,1.0,True,False,False,False
369,369, Der Mann hat eine Stelle angefangen als Küchenhilfe.,1.0,True,False,False,False
370,370, Der Mann hat eine Stelle angefangen als Verkäufer und nun hat er sich umentschieden.,1.0,True,False,False,False
371,371," Der Mann hat eine Stelle angefangen als Kaufmann, hat aber die Stellenbezeichnung Kaufmann auf Grund einer Entscheidung verloren.",0.0,True,False,False,False
372,372," Der Mann hat eine Stelle angefangen als Lagerist, als er aber merkte, dass er nicht gut darin ist, hat er gekündigt.",0.0,True,False,False,False
373,373, Der Mann hat eine Stelle angefangen als Assistent des...,1.0,True,False,False,False
374,374, Der Mann hat eine Stelle angefangen als Koch und ist nun in der Verwaltung.,1.0,True,False,False,False
375,375," Der Mann hat eine Stelle angefangen als Sachbearbeiter im Bereich Buchhaltung, aber er hat sich in der Zwischenzeit weiterentwickelt.",1.0,True,False,False,False
376,376, Der Mann hat eine Stelle angefangen als Koch und hat jetzt eine Stelle als Küchenhilfe.,1.0,True,False,False,False
377,377," Der Mann hat eine Stelle angefangen als Metzger und ist auch im Metzgerhandwerk geblieben, hat aber immer mal wieder eine Stelle als Tischler angefangen.",1.0,True,False,False,False
378,378, Der Mann hat eine Stelle angefangen als Telefonist und ist dann in die Presseabteilung gegangen.,1.0,True,False,False,False
379,379," Der Mann hat eine Stelle angefangen als Verkäufer in einem Kaufhaus, aber er hat keine Zeit.",1.0,True,False,False,False
380,380, Der Mann hat eine Stelle angefangen als Lagerist.,1.0,True,False,False,False
381,381, Der Mann hat eine Stelle angefangen als Lagerist.,1.0,True,False,False,False
382,382, Der Mann hat eine Stelle angefangen als Zimmermann.,1.0,True,False,False,False
383,383," Der Mann hat eine Stelle angefangen als Sachbearbeiter in einem Betrieb, der in der Branche Sanitär-, Heizungs- und Klimatechnik tätig ist.",1.0,True,False,False,False
384,384, Der Mann hat eine Stelle angefangen als er seine Frau kennenlernte.,1.0,True,False,False,False
385,385, Der Mann hat eine Stelle angefangen als Kauffrau im Einzelhandel.,1.0,True,False,False,False
